"typeGroupID","resourceType","resourceGroup"
2787,"fiberplast_hoth","chemical"
5410,"fiberplast_jakku","chemical"
2790,"fiberplast_kaas","chemical"
4816,"fiberplast_kashyyyk","chemical"
2793,"fiberplast_lok","chemical"
5113,"fiberplast_lothal","chemical"
2796,"fiberplast_mandalore","chemical"
4086,"fiberplast_mustafar","chemical"
2799,"fiberplast_naboo","chemical"
2802,"fiberplast_rori","chemical"
4383,"fiberplast_taanab","chemical"
2805,"fiberplast_talus","chemical"
2808,"fiberplast_tatooine","chemical"
2814,"fiberplast_yavin4","chemical"
3743,"petrochem_fuel_liquid_hoth","chemical"
5135,"petrochem_fuel_liquid_jakku","chemical"
4405,"petrochem_fuel_liquid_kaas","chemical"
4541,"petrochem_fuel_liquid_kashyyyk","chemical"
4838,"petrochem_fuel_liquid_lothal","chemical"
4473,"petrochem_fuel_liquid_mandalore","chemical"
3811,"petrochem_fuel_liquid_mustafar","chemical"
4108,"petrochem_fuel_liquid_taanab","chemical"
2741,"petrochem_fuel_liquid_type1","chemical"
2745,"petrochem_fuel_liquid_type2","chemical"
2749,"petrochem_fuel_liquid_type3","chemical"
2753,"petrochem_fuel_liquid_type4","chemical"
2757,"petrochem_fuel_liquid_type5","chemical"
2761,"petrochem_fuel_liquid_type6","chemical"
2765,"petrochem_fuel_liquid_type7","chemical"
2738,"petrochem_fuel_liquid_unknown","chemical"
2769,"petrochem_inert_lubricating_oil","chemical"
2772,"petrochem_inert_polymer","chemical"
3101,"copper_beyrllius","copper"
3136,"copper_borocarbitic","copper"
3106,"copper_codoan","copper"
3091,"copper_desh","copper"
3111,"copper_diatium","copper"
3773,"copper_hoth","copper"
5165,"copper_jakku","copper"
4435,"copper_kaas","copper"
4571,"copper_kashyyyk","copper"
3116,"copper_kelsh","copper"
4868,"copper_lothal","copper"
4503,"copper_mandalore","copper"
3841,"copper_mustafar","copper"
3121,"copper_mythra","copper"
3126,"copper_platinite","copper"
3131,"copper_polysteel","copper"
3086,"copper_smelted","copper"
4138,"copper_taanab","copper"
3096,"copper_thallium","copper"
1347,"corn_domesticated_corellia","corn"
1353,"corn_domesticated_dantooine","corn"
1359,"corn_domesticated_dathomir","corn"
1365,"corn_domesticated_endor","corn"
1371,"corn_domesticated_hoth","corn"
5307,"corn_domesticated_jakku","corn"
1377,"corn_domesticated_kaas","corn"
4713,"corn_domesticated_kashyyyk","corn"
1383,"corn_domesticated_lok","corn"
5010,"corn_domesticated_lothal","corn"
1389,"corn_domesticated_mandalore","corn"
3983,"corn_domesticated_mustafar","corn"
1395,"corn_domesticated_naboo","corn"
1401,"corn_domesticated_rori","corn"
4280,"corn_domesticated_taanab","corn"
1407,"corn_domesticated_talus","corn"
1413,"corn_domesticated_tatooine","corn"
1419,"corn_domesticated_yavin4","corn"
1425,"corn_wild_corellia","corn"
1431,"corn_wild_dantooine","corn"
1437,"corn_wild_dathomir","corn"
1443,"corn_wild_endor","corn"
1449,"corn_wild_hoth","corn"
5313,"corn_wild_jakku","corn"
1455,"corn_wild_kaas","corn"
4719,"corn_wild_kashyyyk","corn"
1461,"corn_wild_lok","corn"
5016,"corn_wild_lothal","corn"
1467,"corn_wild_mandalore","corn"
3989,"corn_wild_mustafar","corn"
1473,"corn_wild_naboo","corn"
1479,"corn_wild_rori","corn"
4286,"corn_wild_taanab","corn"
1485,"corn_wild_talus","corn"
1491,"corn_wild_tatooine","corn"
1497,"corn_wild_yavin4","corn"
1348,"corn_domesticated_corellia","corn_domesticated"
1354,"corn_domesticated_dantooine","corn_domesticated"
1360,"corn_domesticated_dathomir","corn_domesticated"
1366,"corn_domesticated_endor","corn_domesticated"
1372,"corn_domesticated_hoth","corn_domesticated"
5308,"corn_domesticated_jakku","corn_domesticated"
1378,"corn_domesticated_kaas","corn_domesticated"
4714,"corn_domesticated_kashyyyk","corn_domesticated"
1384,"corn_domesticated_lok","corn_domesticated"
5011,"corn_domesticated_lothal","corn_domesticated"
1390,"corn_domesticated_mandalore","corn_domesticated"
3984,"corn_domesticated_mustafar","corn_domesticated"
1396,"corn_domesticated_naboo","corn_domesticated"
1402,"corn_domesticated_rori","corn_domesticated"
4281,"corn_domesticated_taanab","corn_domesticated"
1408,"corn_domesticated_talus","corn_domesticated"
1414,"corn_domesticated_tatooine","corn_domesticated"
1420,"corn_domesticated_yavin4","corn_domesticated"
1426,"corn_wild_corellia","corn_wild"
1432,"corn_wild_dantooine","corn_wild"
1438,"corn_wild_dathomir","corn_wild"
1444,"corn_wild_endor","corn_wild"
1450,"corn_wild_hoth","corn_wild"
5314,"corn_wild_jakku","corn_wild"
1456,"corn_wild_kaas","corn_wild"
4720,"corn_wild_kashyyyk","corn_wild"
1462,"corn_wild_lok","corn_wild"
5017,"corn_wild_lothal","corn_wild"
1468,"corn_wild_mandalore","corn_wild"
3990,"corn_wild_mustafar","corn_wild"
1474,"corn_wild_naboo","corn_wild"
1480,"corn_wild_rori","corn_wild"
4287,"corn_wild_taanab","corn_wild"
1486,"corn_wild_talus","corn_wild"
1492,"corn_wild_tatooine","corn_wild"
1498,"corn_wild_yavin4","corn_wild"
466,"meat_avian_corellia","creature_food"
471,"meat_avian_dantooine","creature_food"
476,"meat_avian_dathomir","creature_food"
481,"meat_avian_endor","creature_food"
486,"meat_avian_hoth","creature_food"
5239,"meat_avian_jakku","creature_food"
491,"meat_avian_kaas","creature_food"
4645,"meat_avian_kashyyyk","creature_food"
496,"meat_avian_lok","creature_food"
4942,"meat_avian_lothal","creature_food"
501,"meat_avian_mandalore","creature_food"
3915,"meat_avian_mustafar","creature_food"
506,"meat_avian_naboo","creature_food"
511,"meat_avian_rori","creature_food"
4212,"meat_avian_taanab","creature_food"
516,"meat_avian_talus","creature_food"
521,"meat_avian_tatooine","creature_food"
526,"meat_avian_yavin4","creature_food"
336,"meat_carnivore_corellia","creature_food"
341,"meat_carnivore_dantooine","creature_food"
346,"meat_carnivore_dathomir","creature_food"
351,"meat_carnivore_endor","creature_food"
356,"meat_carnivore_hoth","creature_food"
5229,"meat_carnivore_jakku","creature_food"
361,"meat_carnivore_kaas","creature_food"
4635,"meat_carnivore_kashyyyk","creature_food"
366,"meat_carnivore_lok","creature_food"
4932,"meat_carnivore_lothal","creature_food"
371,"meat_carnivore_mandalore","creature_food"
3905,"meat_carnivore_mustafar","creature_food"
376,"meat_carnivore_naboo","creature_food"
381,"meat_carnivore_rori","creature_food"
4202,"meat_carnivore_taanab","creature_food"
386,"meat_carnivore_talus","creature_food"
391,"meat_carnivore_tatooine","creature_food"
396,"meat_carnivore_yavin4","creature_food"
141,"meat_domesticated_corellia","creature_food"
146,"meat_domesticated_dantooine","creature_food"
151,"meat_domesticated_dathomir","creature_food"
156,"meat_domesticated_endor","creature_food"
161,"meat_domesticated_hoth","creature_food"
5214,"meat_domesticated_jakku","creature_food"
166,"meat_domesticated_kaas","creature_food"
4620,"meat_domesticated_kashyyyk","creature_food"
171,"meat_domesticated_lok","creature_food"
4917,"meat_domesticated_lothal","creature_food"
176,"meat_domesticated_mandalore","creature_food"
3890,"meat_domesticated_mustafar","creature_food"
181,"meat_domesticated_naboo","creature_food"
186,"meat_domesticated_rori","creature_food"
4187,"meat_domesticated_taanab","creature_food"
191,"meat_domesticated_talus","creature_food"
196,"meat_domesticated_tatooine","creature_food"
201,"meat_domesticated_yavin4","creature_food"
531,"meat_egg_corellia","creature_food"
536,"meat_egg_dantooine","creature_food"
541,"meat_egg_dathomir","creature_food"
546,"meat_egg_endor","creature_food"
551,"meat_egg_hoth","creature_food"
5244,"meat_egg_jakku","creature_food"
556,"meat_egg_kaas","creature_food"
4650,"meat_egg_kashyyyk","creature_food"
561,"meat_egg_lok","creature_food"
4947,"meat_egg_lothal","creature_food"
566,"meat_egg_mandalore","creature_food"
3920,"meat_egg_mustafar","creature_food"
571,"meat_egg_naboo","creature_food"
576,"meat_egg_rori","creature_food"
4217,"meat_egg_taanab","creature_food"
581,"meat_egg_talus","creature_food"
586,"meat_egg_tatooine","creature_food"
591,"meat_egg_yavin4","creature_food"
271,"meat_herbivore_corellia","creature_food"
276,"meat_herbivore_dantooine","creature_food"
281,"meat_herbivore_dathomir","creature_food"
286,"meat_herbivore_endor","creature_food"
291,"meat_herbivore_hoth","creature_food"
5224,"meat_herbivore_jakku","creature_food"
296,"meat_herbivore_kaas","creature_food"
4630,"meat_herbivore_kashyyyk","creature_food"
301,"meat_herbivore_lok","creature_food"
4927,"meat_herbivore_lothal","creature_food"
306,"meat_herbivore_mandalore","creature_food"
3900,"meat_herbivore_mustafar","creature_food"
311,"meat_herbivore_naboo","creature_food"
316,"meat_herbivore_rori","creature_food"
4197,"meat_herbivore_taanab","creature_food"
321,"meat_herbivore_talus","creature_food"
326,"meat_herbivore_tatooine","creature_food"
331,"meat_herbivore_yavin4","creature_food"
596,"meat_insect_corellia","creature_food"
601,"meat_insect_dantooine","creature_food"
606,"meat_insect_dathomir","creature_food"
611,"meat_insect_endor","creature_food"
616,"meat_insect_hoth","creature_food"
5249,"meat_insect_jakku","creature_food"
621,"meat_insect_kaas","creature_food"
4655,"meat_insect_kashyyyk","creature_food"
626,"meat_insect_lok","creature_food"
4952,"meat_insect_lothal","creature_food"
631,"meat_insect_mandalore","creature_food"
3925,"meat_insect_mustafar","creature_food"
636,"meat_insect_naboo","creature_food"
641,"meat_insect_rori","creature_food"
4222,"meat_insect_taanab","creature_food"
646,"meat_insect_talus","creature_food"
651,"meat_insect_tatooine","creature_food"
656,"meat_insect_yavin4","creature_food"
401,"meat_reptillian_corellia","creature_food"
406,"meat_reptillian_dantooine","creature_food"
411,"meat_reptillian_dathomir","creature_food"
416,"meat_reptillian_endor","creature_food"
421,"meat_reptillian_hoth","creature_food"
5234,"meat_reptillian_jakku","creature_food"
426,"meat_reptillian_kaas","creature_food"
4640,"meat_reptillian_kashyyyk","creature_food"
431,"meat_reptillian_lok","creature_food"
4937,"meat_reptillian_lothal","creature_food"
436,"meat_reptillian_mandalore","creature_food"
3910,"meat_reptillian_mustafar","creature_food"
441,"meat_reptillian_naboo","creature_food"
446,"meat_reptillian_rori","creature_food"
4207,"meat_reptillian_taanab","creature_food"
451,"meat_reptillian_talus","creature_food"
456,"meat_reptillian_tatooine","creature_food"
461,"meat_reptillian_yavin4","creature_food"
206,"meat_wild_corellia","creature_food"
211,"meat_wild_dantooine","creature_food"
216,"meat_wild_dathomir","creature_food"
221,"meat_wild_endor","creature_food"
226,"meat_wild_hoth","creature_food"
5219,"meat_wild_jakku","creature_food"
231,"meat_wild_kaas","creature_food"
4625,"meat_wild_kashyyyk","creature_food"
236,"meat_wild_lok","creature_food"
4922,"meat_wild_lothal","creature_food"
241,"meat_wild_mandalore","creature_food"
3895,"meat_wild_mustafar","creature_food"
246,"meat_wild_naboo","creature_food"
251,"meat_wild_rori","creature_food"
4192,"meat_wild_taanab","creature_food"
256,"meat_wild_talus","creature_food"
261,"meat_wild_tatooine","creature_food"
266,"meat_wild_yavin4","creature_food"
7,"milk_domesticated_corellia","creature_food"
12,"milk_domesticated_dantooine","creature_food"
17,"milk_domesticated_dathomir","creature_food"
22,"milk_domesticated_endor","creature_food"
27,"milk_domesticated_hoth","creature_food"
5204,"milk_domesticated_jakku","creature_food"
32,"milk_domesticated_kaas","creature_food"
4610,"milk_domesticated_kashyyyk","creature_food"
37,"milk_domesticated_lok","creature_food"
4907,"milk_domesticated_lothal","creature_food"
42,"milk_domesticated_mandalore","creature_food"
3880,"milk_domesticated_mustafar","creature_food"
47,"milk_domesticated_naboo","creature_food"
52,"milk_domesticated_rori","creature_food"
4177,"milk_domesticated_taanab","creature_food"
57,"milk_domesticated_talus","creature_food"
62,"milk_domesticated_tatooine","creature_food"
67,"milk_domesticated_yavin4","creature_food"
3,"milk_homogenized","creature_food"
72,"milk_wild_corellia","creature_food"
77,"milk_wild_dantooine","creature_food"
82,"milk_wild_dathomir","creature_food"
87,"milk_wild_endor","creature_food"
92,"milk_wild_hoth","creature_food"
5209,"milk_wild_jakku","creature_food"
97,"milk_wild_kaas","creature_food"
4615,"milk_wild_kashyyyk","creature_food"
102,"milk_wild_lok","creature_food"
4912,"milk_wild_lothal","creature_food"
107,"milk_wild_mandalore","creature_food"
3885,"milk_wild_mustafar","creature_food"
112,"milk_wild_naboo","creature_food"
117,"milk_wild_rori","creature_food"
4182,"milk_wild_taanab","creature_food"
122,"milk_wild_talus","creature_food"
127,"milk_wild_tatooine","creature_food"
132,"milk_wild_yavin4","creature_food"
137,"processed_meat","creature_food"
661,"processed_seafood","creature_food"
744,"seafood_crustacean_corellia","creature_food"
750,"seafood_crustacean_dantooine","creature_food"
756,"seafood_crustacean_dathomir","creature_food"
762,"seafood_crustacean_endor","creature_food"
768,"seafood_crustacean_hoth","creature_food"
5260,"seafood_crustacean_jakku","creature_food"
774,"seafood_crustacean_kaas","creature_food"
4666,"seafood_crustacean_kashyyyk","creature_food"
780,"seafood_crustacean_lok","creature_food"
4963,"seafood_crustacean_lothal","creature_food"
786,"seafood_crustacean_mandalore","creature_food"
3936,"seafood_crustacean_mustafar","creature_food"
792,"seafood_crustacean_naboo","creature_food"
798,"seafood_crustacean_rori","creature_food"
4233,"seafood_crustacean_taanab","creature_food"
804,"seafood_crustacean_talus","creature_food"
810,"seafood_crustacean_tatooine","creature_food"
816,"seafood_crustacean_yavin4","creature_food"
666,"seafood_fish_corellia","creature_food"
672,"seafood_fish_dantooine","creature_food"
678,"seafood_fish_dathomir","creature_food"
684,"seafood_fish_endor","creature_food"
690,"seafood_fish_hoth","creature_food"
5254,"seafood_fish_jakku","creature_food"
696,"seafood_fish_kaas","creature_food"
4660,"seafood_fish_kashyyyk","creature_food"
702,"seafood_fish_lok","creature_food"
4957,"seafood_fish_lothal","creature_food"
708,"seafood_fish_mandalore","creature_food"
3930,"seafood_fish_mustafar","creature_food"
714,"seafood_fish_naboo","creature_food"
720,"seafood_fish_rori","creature_food"
4227,"seafood_fish_taanab","creature_food"
726,"seafood_fish_talus","creature_food"
732,"seafood_fish_tatooine","creature_food"
738,"seafood_fish_yavin4","creature_food"
822,"seafood_mollusk_corellia","creature_food"
828,"seafood_mollusk_dantooine","creature_food"
834,"seafood_mollusk_dathomir","creature_food"
840,"seafood_mollusk_endor","creature_food"
846,"seafood_mollusk_hoth","creature_food"
5266,"seafood_mollusk_jakku","creature_food"
852,"seafood_mollusk_kaas","creature_food"
4672,"seafood_mollusk_kashyyyk","creature_food"
858,"seafood_mollusk_lok","creature_food"
4969,"seafood_mollusk_lothal","creature_food"
864,"seafood_mollusk_mandalore","creature_food"
3942,"seafood_mollusk_mustafar","creature_food"
870,"seafood_mollusk_naboo","creature_food"
876,"seafood_mollusk_rori","creature_food"
4239,"seafood_mollusk_taanab","creature_food"
882,"seafood_mollusk_talus","creature_food"
888,"seafood_mollusk_tatooine","creature_food"
894,"seafood_mollusk_yavin4","creature_food"
955,"bone_avian_corellia","creature_resources"
960,"bone_avian_dantooine","creature_resources"
965,"bone_avian_dathomir","creature_resources"
970,"bone_avian_endor","creature_resources"
975,"bone_avian_hoth","creature_resources"
5275,"bone_avian_jakku","creature_resources"
980,"bone_avian_kaas","creature_resources"
4681,"bone_avian_kashyyyk","creature_resources"
985,"bone_avian_lok","creature_resources"
4978,"bone_avian_lothal","creature_resources"
990,"bone_avian_mandalore","creature_resources"
3951,"bone_avian_mustafar","creature_resources"
995,"bone_avian_naboo","creature_resources"
1000,"bone_avian_rori","creature_resources"
4248,"bone_avian_taanab","creature_resources"
1005,"bone_avian_talus","creature_resources"
1010,"bone_avian_tatooine","creature_resources"
1015,"bone_avian_yavin4","creature_resources"
1024,"bone_horn_corellia","creature_resources"
1028,"bone_horn_dantooine","creature_resources"
1032,"bone_horn_dathomir","creature_resources"
1036,"bone_horn_endor","creature_resources"
1020,"bone_horn_ground","creature_resources"
1040,"bone_horn_hoth","creature_resources"
5280,"bone_horn_jakku","creature_resources"
1044,"bone_horn_kaas","creature_resources"
4686,"bone_horn_kashyyyk","creature_resources"
1048,"bone_horn_lok","creature_resources"
4983,"bone_horn_lothal","creature_resources"
1052,"bone_horn_mandalore","creature_resources"
3956,"bone_horn_mustafar","creature_resources"
1056,"bone_horn_naboo","creature_resources"
1060,"bone_horn_rori","creature_resources"
4253,"bone_horn_taanab","creature_resources"
1064,"bone_horn_talus","creature_resources"
1068,"bone_horn_tatooine","creature_resources"
1072,"bone_horn_yavin4","creature_resources"
903,"bone_mammal_corellia","creature_resources"
907,"bone_mammal_dantooine","creature_resources"
911,"bone_mammal_dathomir","creature_resources"
915,"bone_mammal_endor","creature_resources"
919,"bone_mammal_hoth","creature_resources"
5271,"bone_mammal_jakku","creature_resources"
923,"bone_mammal_kaas","creature_resources"
4677,"bone_mammal_kashyyyk","creature_resources"
927,"bone_mammal_lok","creature_resources"
4974,"bone_mammal_lothal","creature_resources"
931,"bone_mammal_mandalore","creature_resources"
3947,"bone_mammal_mustafar","creature_resources"
935,"bone_mammal_naboo","creature_resources"
939,"bone_mammal_rori","creature_resources"
4244,"bone_mammal_taanab","creature_resources"
943,"bone_mammal_talus","creature_resources"
947,"bone_mammal_tatooine","creature_resources"
951,"bone_mammal_yavin4","creature_resources"
899,"ground_bones","creature_resources"
1145,"hide_bristley_corellia","creature_resources"
1150,"hide_bristley_dantooine","creature_resources"
1155,"hide_bristley_dathomir","creature_resources"
1160,"hide_bristley_endor","creature_resources"
1165,"hide_bristley_hoth","creature_resources"
5289,"hide_bristley_jakku","creature_resources"
1170,"hide_bristley_kaas","creature_resources"
4695,"hide_bristley_kashyyyk","creature_resources"
1175,"hide_bristley_lok","creature_resources"
4992,"hide_bristley_lothal","creature_resources"
1180,"hide_bristley_mandalore","creature_resources"
3965,"hide_bristley_mustafar","creature_resources"
1185,"hide_bristley_naboo","creature_resources"
1190,"hide_bristley_rori","creature_resources"
4262,"hide_bristley_taanab","creature_resources"
1195,"hide_bristley_talus","creature_resources"
1200,"hide_bristley_tatooine","creature_resources"
1205,"hide_bristley_yavin4","creature_resources"
1210,"hide_leathery_corellia","creature_resources"
